0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0.0,4284.62,4029.23,4250.26,4121.03,4338.97,4617.95,4065.13,4605.13,4182.56,4217.95,4203.59,4264.62,4609.23,4345.64
1.0,4288.21,4012.82,4261.54,4102.56,4336.92,4621.54,4054.36,4622.05,4194.36,4241.03,4194.87,4273.33,4580.51,4350.77
0.0,4437.44,4099.49,4293.33,4173.33,4335.38,4614.87,4068.21,4585.64,4171.79,4224.62,4215.38,4313.85,4633.85,4481.54
1.0,4328.21,4036.92,4294.36,4171.79,4375.38,4647.69,4103.08,4644.1,4232.82,4248.21,4213.33,4296.41,4632.82,4383.59
0.0,4302.05,3985.64,4261.03,4129.74,4334.36,4615.38,4072.31,4585.64,4192.31,4225.13,4195.9,4283.08,4607.18,4358.46
0.0,4304.62,4056.92,4267.18,4123.59,4360.0,4631.79,4074.36,4600.51,4196.92,4222.56,4186.67,4280.0,4608.72,4344.62
1.0,4288.21,4020.0,4265.13,4109.23,4352.31,4634.87,4114.36,4630.26,4225.64,4240.51,4219.49,4294.87,4624.62,4350.26
1.0,4294.87,4025.13,4266.67,4139.49,4347.18,4635.9,4095.38,4617.95,4215.9,4261.03,4209.23,4278.46,4619.49,4342.05
1.0,4281.54,3989.23,4248.21,4094.87,4333.33,4610.26,4056.92,4608.72,4185.64,4221.03,4191.79,4269.74,4582.05,4341.03
1.0,4287.18,3926.15,4241.03,4071.79,4328.21,4602.56,4089.74,4626.67,4212.31,4235.9,4238.46,4297.95,4666.15,4382.56
1.0,4295.9,3973.33,4251.28,4080.51,4327.18,4611.28,4097.95,4624.62,4209.23,4219.49,4169.23,4288.72,4605.13,4361.54
1.0,4315.9,4021.54,4294.36,4157.95,4380.51,4654.36,4101.54,4644.62,4229.74,4252.82,4206.15,4297.44,4619.49,4370.26
0.0,4282.05,3990.77,4262.56,4106.15,4330.26,4614.36,4055.9,4611.79,4196.41,4229.23,4167.18,4267.18,4598.46,4350.77
1.0,4278.46,3983.59,4260.0,4118.97,4322.05,4601.54,4042.56,4614.87,4175.9,4208.21,4195.9,4271.79,4580.0,4347.69
0.0,4299.49,3992.31,4253.85,4121.54,4346.67,4638.97,4063.59,4618.97,4206.15,4242.56,4216.92,4284.1,4615.9,4368.21
1.0,4299.49,3967.69,4231.79,4107.18,4330.26,4615.38,4078.97,4611.79,4200.51,4234.36,4184.62,4274.36,4620.0,4372.82
0.0,4324.1,4022.56,4269.74,4125.13,4332.31,4615.9,4089.23,4612.31,4201.54,4238.46,4170.26,4293.33,4618.97,4373.33
0.0,4303.08,4010.26,4270.77,4148.21,4359.49,4613.33,4077.44,4619.49,4186.67,4235.38,4217.44,4281.54,4626.67,4349.23
0.0,4283.59,4048.21,4248.72,4115.38,4341.54,4616.41,4057.95,4598.46,4198.46,4215.9,4194.36,4264.62,4601.03,4342.05
1.0,4289.23,3975.9,4266.67,4105.13,4325.64,4599.49,4093.33,4615.9,4200.51,4226.67,4210.26,4285.64,4624.62,4380.51
0.0,4300.0,4019.49,4277.44,4118.46,4329.23,4621.03,4088.21,4607.18,4199.49,4223.59,4194.87,4283.08,4584.1,4363.59
0.0,4227.18,4052.82,4245.64,4142.05,4341.54,4614.36,4057.44,4596.41,4187.18,4196.41,4132.31,4228.21,4498.46,4254.36
1.0,4313.85,3978.97,4265.13,4105.13,4336.92,4618.46,4062.56,4629.74,4217.44,4244.1,4210.26,4288.21,4605.13,4371.79
0.0,4282.05,4003.59,4244.62,4107.18,4341.54,4621.54,4061.54,4616.41,4210.26,4236.92,4202.05,4269.74,4598.97,4344.62
0.0,4363.59,4038.97,4285.13,4140.51,4342.56,4616.41,4044.1,4588.21,4183.59,4226.67,4211.28,4284.1,4617.44,4400.0
0.0,4265.64,4015.38,4230.77,4108.72,4345.13,4616.92,4067.18,4615.9,4180.51,4214.87,4178.46,4262.56,4555.9,4321.03
1.0,4328.21,4010.77,4292.31,4137.95,4333.33,4614.87,4066.15,4607.18,4202.05,4234.36,4205.64,4287.18,4605.64,4368.72
0.0,4270.26,3975.9,4248.21,4097.95,4336.41,4614.87,4070.26,4624.62,4198.97,4224.1,4195.38,4267.69,4586.15,4331.28
1.0,4295.38,4003.59,4258.97,4110.77,4338.46,4612.82,4049.23,4602.56,4186.15,4221.03,4194.87,4266.15,4590.26,4339.49
1.0,4272.82,3933.85,4244.62,4085.64,4326.67,4611.28,4106.15,4640.0,4229.23,4241.54,4232.82,4299.49,4642.05,4353.33
1.0,4303.08,4003.59,4267.18,4120.0,4330.77,4605.13,4054.36,4616.92,4193.85,4233.85,4186.15,4281.03,4609.74,4365.13
0.0,4293.85,4000.51,4270.26,4103.08,4337.95,4624.1,4088.21,4628.72,4201.03,4232.82,4206.67,4285.64,4593.33,4355.38
0.0,4312.31,4018.46,4277.44,4142.05,4346.15,4606.15,4096.92,4622.05,4213.85,4240.0,4217.44,4288.72,4636.41,4380.0
1.0,4312.31,4031.28,4260.51,4111.28,4356.92,4632.31,4120.0,4624.62,4215.9,4232.31,4222.56,4286.15,4620.51,4360.51
0.0,4269.74,3978.46,4249.23,4101.03,4342.05,4615.38,4057.95,4609.23,4198.97,4212.82,4189.23,4266.15,4586.67,4334.87
0.0,4301.54,4025.13,4258.97,4136.41,4322.05,4583.59,4075.38,4594.87,4182.56,4217.44,4168.21,4278.97,4593.33,4349.23
0.0,4280.0,4017.95,4246.67,4100.0,4337.95,4614.87,4053.85,4605.64,4209.74,4232.31,4195.38,4258.46,4586.15,4332.31
1.0,4265.13,3969.74,4235.9,4088.72,4329.74,4610.26,4062.05,4599.49,4189.23,4225.64,4189.23,4265.64,4595.38,4337.44
1.0,4276.41,4014.87,4250.77,4110.26,4334.87,4608.21,4042.56,4601.03,4188.21,4223.59,4194.36,4266.15,4610.26,4343.08
0.0,4301.03,4012.31,4254.36,4123.59,4346.15,4575.9,4086.67,4601.54,4188.21,4224.1,4196.41,4277.44,4600.0,4356.92
0.0,4284.1,4016.41,4250.77,4106.67,4325.13,4605.13,4064.62,4611.28,4195.38,4211.28,4196.92,4255.9,4596.41,4342.05
1.0,4275.9,3993.85,4254.36,4107.18,4324.1,4601.03,4046.15,4618.46,4206.15,4230.26,4196.41,4267.18,4586.15,4346.67
0.0,4296.92,3992.82,4265.64,4135.38,4348.72,4629.23,4081.54,4631.28,4200.0,4233.85,4205.64,4284.62,4614.36,4358.46
1.0,4273.33,4023.08,4240.51,4113.85,4333.33,4609.74,4043.08,4597.95,4186.15,4211.28,4182.56,4253.85,4606.67,4333.33
0.0,4285.64,4013.85,4247.18,4119.49,4333.85,4626.15,4074.36,4608.21,4218.97,4251.28,4186.15,4266.15,4605.13,4351.28
1.0,4295.38,4002.05,4268.21,4131.79,4336.92,4615.9,4049.23,4613.85,4194.36,4232.82,4210.77,4289.23,4588.72,4356.41
1.0,4362.56,4001.54,4278.97,4140.0,4328.72,4600.51,4069.74,4596.41,4182.56,4229.23,4179.49,4294.36,4648.21,4428.21
0.0,4292.31,3992.31,4267.18,4107.18,4332.82,4621.54,4080.0,4607.69,4195.38,4228.21,4195.9,4279.49,4592.82,4356.41
1.0,4267.18,3998.46,4262.56,4106.15,4329.23,4619.49,4065.13,4609.74,4186.67,4218.97,4193.33,4274.36,4610.77,4324.62
0.0,4294.87,3982.56,4266.15,4131.79,4331.79,4620.51,4084.1,4594.87,4195.38,4223.59,4195.9,4280.0,4603.08,4355.38
0.0,4346.67,4037.44,4275.38,4131.79,4321.03,4603.59,4068.21,4601.54,4194.87,4224.62,4208.72,4277.44,4610.26,4394.36
0.0,4283.59,4026.15,4248.21,4128.72,4328.21,4603.08,4064.1,4609.74,4186.15,4212.31,4189.23,4266.15,4602.05,4334.87
1.0,4281.03,3992.82,4234.87,4107.18,4341.54,4613.85,4050.77,4621.03,4198.97,4233.85,4195.38,4268.72,4592.82,4340.51
0.0,4286.15,3989.23,4265.13,4100.0,4331.28,4621.54,4056.92,4625.13,4203.59,4239.49,4172.82,4267.69,4593.33,4354.36
0.0,4297.44,3995.38,4251.79,4109.23,4333.85,4628.21,4062.05,4616.41,4208.21,4247.69,4220.51,4280.51,4633.85,4368.21
0.0,4241.54,4026.15,4230.26,4113.85,4343.59,4626.15,4061.54,4613.33,4189.74,4203.59,4173.33,4248.21,4557.95,4295.9
1.0,4266.15,4005.13,4263.08,4122.05,4342.05,4631.28,4098.97,4616.92,4189.23,4204.1,4188.72,4271.28,4556.41,4337.44
0.0,4283.59,3988.21,4260.0,4105.13,4334.36,4615.9,4055.38,4614.87,4205.64,4234.36,4162.56,4261.03,4592.31,4344.62
0.0,4286.15,3991.79,4273.85,4121.03,4350.26,4627.69,4071.79,4636.41,4214.87,4230.77,4209.23,4286.15,4609.74,4354.87
0.0,4306.67,3995.38,4262.05,4114.87,4338.97,4629.74,4065.13,4614.36,4215.9,4240.51,4208.72,4273.85,4607.69,4371.28
0.0,4268.21,4007.18,4256.92,4115.38,4327.69,4606.67,4065.64,4605.64,4189.74,4212.82,4172.82,4268.21,4528.72,4314.36
1.0,4293.33,3989.23,4261.54,4123.08,4326.67,4614.87,4062.05,4617.44,4206.15,4222.05,4208.72,4276.41,4603.08,4356.92
1.0,4317.95,3995.9,4283.08,4108.21,4330.26,4608.72,4076.41,4630.77,4222.05,4240.0,4205.13,4285.13,4593.33,4371.28
0.0,4280.51,3925.13,4262.05,4125.13,4333.33,4628.72,4060.0,4616.41,4205.13,4224.62,4202.05,4267.18,4592.82,4332.31
1.0,4339.49,4059.49,4283.59,4127.18,4351.28,4636.92,4127.69,4639.49,4230.26,4254.87,4241.54,4312.31,4644.62,4401.54
1.0,4307.18,3994.36,4260.0,4120.51,4321.03,4610.26,4052.31,4617.44,4198.46,4210.26,4185.64,4271.28,4567.18,4358.46
1.0,4316.41,4009.74,4266.15,4124.1,4334.36,4603.08,4053.33,4609.74,4192.31,4229.74,4191.79,4272.31,4609.74,4367.69
0.0,4309.74,4016.41,4261.54,4133.85,4346.15,4571.28,4082.05,4609.23,4191.79,4223.08,4201.54,4278.46,4604.62,4361.03
0.0,4258.46,3965.13,4263.59,4118.97,4331.28,4618.97,4067.69,4619.49,4205.13,4226.15,4183.59,4278.46,4582.05,4325.13
1.0,4298.97,3997.44,4270.77,4109.74,4335.9,4617.95,4066.15,4632.82,4211.79,4233.85,4179.49,4285.64,4600.0,4366.67
1.0,4297.44,3986.67,4257.95,4108.72,4343.08,4617.44,4046.67,4624.1,4202.56,4237.95,4202.56,4281.54,4600.51,4361.54
1.0,4292.82,3946.15,4245.64,4101.54,4320.0,4606.67,4077.44,4609.23,4190.26,4233.85,4180.0,4277.44,4662.56,4384.62
1.0,4387.18,4005.13,4286.15,4131.28,4351.79,4625.13,4069.74,4604.1,4210.77,4273.33,4237.44,4306.15,4676.41,4449.74
1.0,4307.69,3947.18,4249.74,4088.21,4337.95,4609.74,4094.87,4638.46,4229.23,4257.44,4260.0,4313.33,4682.56,4398.46
1.0,4319.49,4041.54,4261.03,4121.54,4352.31,4628.72,4114.87,4616.92,4210.77,4233.85,4227.69,4288.72,4625.64,4367.18
1.0,4261.54,3965.13,4234.36,4090.26,4321.03,4616.41,4057.44,4630.26,4211.28,4233.85,4192.31,4263.08,4572.31,4324.62
0.0,4275.9,3985.64,4260.51,4110.77,4332.31,4623.59,4072.82,4613.85,4201.03,4218.97,4187.69,4278.46,4581.03,4343.08
0.0,4316.41,4007.69,4278.46,4153.33,4357.44,4636.92,4077.95,4641.54,4212.82,4241.54,4225.13,4297.95,4634.87,4371.79
0.0,4265.64,4021.54,4256.92,4122.56,4343.08,4617.44,4064.62,4618.46,4193.85,4222.56,4181.54,4271.28,4552.31,4332.82
1.0,4274.87,4021.03,4242.56,4111.28,4334.87,4613.85,4037.44,4596.92,4194.87,4216.92,4185.13,4249.23,4606.67,4332.31
0.0,4284.62,3993.85,4260.0,4121.54,4341.03,4615.9,4068.21,4610.26,4183.59,4218.46,4204.62,4269.23,4602.05,4346.15
0.0,4317.95,4023.08,4281.54,4152.82,4350.26,4630.26,4067.69,4618.97,4215.9,4236.92,4213.33,4281.03,4604.1,4367.69
1.0,4317.95,4015.9,4281.03,4139.49,4352.82,4620.51,4070.77,4641.03,4220.0,4257.44,4207.69,4295.38,4624.1,4382.56
0.0,4305.64,3996.92,4272.82,4129.74,4348.21,4629.23,4088.21,4628.21,4197.44,4230.26,4210.77,4289.74,4617.95,4361.03
1.0,4305.13,4027.69,4277.44,4140.0,4348.72,4627.69,4083.08,4608.72,4184.1,4234.36,4211.28,4289.23,4614.87,4361.54
1.0,4349.74,4020.51,4312.31,4152.82,4392.82,4673.85,4129.23,4677.44,4252.82,4266.67,4208.72,4313.85,4617.44,4391.79
0.0,4280.0,3993.33,4254.36,4112.31,4336.41,4605.64,4052.82,4589.74,4175.38,4202.56,4189.74,4258.97,4588.21,4324.1
0.0,4417.95,4096.41,4297.44,4153.33,4347.18,4615.38,4057.44,4613.85,4192.82,4216.92,4213.85,4294.87,4644.1,4455.9
0.0,4305.64,4000.0,4266.67,4125.64,4347.18,4623.08,4074.36,4608.21,4212.82,4234.36,4211.79,4289.74,4615.38,4363.08
0.0,4293.85,4027.69,4260.51,4126.67,4324.1,4581.54,4085.64,4598.97,4185.13,4218.46,4160.51,4265.13,4586.15,4351.28
1.0,4305.13,3981.54,4261.03,4102.56,4338.97,4611.79,4095.9,4614.87,4199.49,4231.28,4217.95,4282.56,4615.38,4379.49
0.0,4323.59,4019.49,4267.18,4121.54,4344.1,4621.03,4077.95,4607.18,4198.46,4247.18,4211.28,4294.36,4614.87,4378.97
1.0,4309.23,4006.67,4268.21,4122.56,4341.54,4608.21,4057.95,4597.44,4190.26,4221.54,4177.44,4276.41,4593.33,4353.85
1.0,4307.69,3992.31,4269.74,4105.64,4332.82,4610.77,4065.64,4620.0,4201.03,4230.77,4195.9,4273.85,4583.08,4355.38
0.0,4304.62,4005.64,4271.28,4127.18,4345.64,4625.13,4057.95,4599.49,4185.64,4224.62,4169.74,4272.82,4604.62,4361.54
0.0,4288.72,3989.23,4260.51,4107.69,4322.05,4613.33,4069.74,4602.05,4195.9,4227.69,4196.92,4279.49,4597.95,4373.85
0.0,4300.51,3996.41,4264.62,4126.15,4348.21,4629.74,4078.46,4641.54,4208.21,4236.92,4208.21,4274.36,4615.38,4359.49
1.0,4359.49,3986.15,4295.38,4137.95,4357.44,4635.9,4090.77,4622.05,4217.95,4262.05,4220.51,4302.56,4634.36,4413.85
0.0,4267.18,3983.08,4245.13,4095.38,4336.41,4616.92,4060.0,4620.0,4202.05,4218.46,4187.18,4260.51,4589.23,4333.33
0.0,4307.18,4048.21,4278.46,4122.56,4363.08,4628.72,4070.26,4596.41,4202.05,4225.13,4195.9,4282.05,4608.72,4356.92
0.0,4297.95,4042.56,4277.44,4155.38,4372.31,4649.74,4097.44,4647.18,4209.74,4221.03,4209.74,4293.85,4603.59,4350.26
0.0,4285.13,4035.38,4281.03,4145.64,4376.92,4648.21,4093.33,4643.59,4217.44,4244.62,4222.05,4287.18,4629.23,4360.51
0.0,4287.18,4000.51,4251.28,4120.51,4346.15,4611.28,4055.38,4601.03,4186.67,4215.9,4205.13,4272.31,4604.1,4343.08
0.0,4288.72,4038.46,4262.56,4120.0,4347.69,4633.85,4062.05,4608.21,4198.46,4231.79,4195.9,4264.62,4595.38,4339.49
0.0,4336.92,4018.97,4272.82,4131.28,4342.56,4622.05,4051.79,4602.05,4199.49,4232.82,4216.92,4281.03,4622.56,4390.77
1.0,4277.44,4033.85,4253.85,4117.95,4345.13,4621.03,4044.62,4598.97,4190.77,4235.38,4207.18,4265.13,4625.64,4343.59
0.0,4398.97,4026.67,4295.9,4134.87,4355.9,4624.62,4077.95,4628.21,4213.85,4264.1,4262.05,4328.72,4740.51,4505.64
0.0,4287.69,3986.15,4249.74,4105.13,4334.36,4616.41,4053.33,4602.05,4183.59,4216.41,4195.9,4256.92,4584.1,4345.13
1.0,4300.0,4029.23,4259.49,4137.95,4348.21,4620.51,4086.67,4601.54,4180.0,4212.82,4191.28,4261.54,4568.72,4351.79
0.0,4278.46,3987.69,4264.1,4119.49,4328.21,4615.38,4047.69,4604.1,4187.69,4210.26,4190.26,4279.49,4603.59,4353.33
1.0,4301.03,3981.54,4271.79,4124.62,4333.85,4614.87,4061.03,4627.18,4223.08,4245.64,4204.1,4287.69,4596.92,4365.13
0.0,4284.62,3975.38,4267.18,4100.51,4323.08,4626.67,4090.77,4630.26,4222.56,4251.28,4209.23,4292.31,4595.9,4366.15
0.0,4278.97,4023.08,4243.59,4109.23,4335.9,4614.36,4057.95,4609.23,4196.92,4228.72,4204.62,4268.21,4608.21,4347.69
0.0,4317.95,4018.97,4265.64,4125.64,4331.28,4606.67,4071.79,4596.92,4195.38,4232.31,4164.1,4285.13,4612.82,4373.33
0.0,4288.72,4035.38,4248.21,4136.41,4360.0,4623.59,4089.74,4591.79,4192.82,4222.05,4192.82,4273.85,4587.69,4341.54
0.0,4273.85,3992.31,4257.44,4124.62,4346.15,4628.21,4081.03,4624.1,4209.74,4232.82,4208.72,4272.82,4608.72,4336.41
1.0,4323.08,4015.9,4282.05,4128.72,4342.56,4612.31,4056.92,4637.95,4233.85,4265.13,4227.18,4298.97,4625.64,4377.44
0.0,4305.13,4021.03,4257.44,4121.54,4334.36,4597.95,4087.18,4609.23,4196.92,4222.05,4176.92,4275.9,4595.38,4358.46
1.0,4303.08,3984.62,4254.87,4092.31,4325.64,4617.95,4079.49,4631.79,4210.26,4241.03,4207.69,4282.56,4603.59,4381.03
1.0,4318.46,3917.95,4250.26,4065.64,4323.08,4604.62,4098.46,4650.26,4240.51,4270.77,4280.0,4313.85,4730.26,4432.82
0.0,4312.31,4000.0,4255.9,4124.1,4342.05,4586.67,4085.64,4610.77,4192.31,4223.08,4192.31,4264.62,4614.87,4382.05
1.0,4307.18,4005.64,4275.9,4122.05,4336.92,4617.95,4064.62,4630.26,4207.18,4235.9,4191.28,4289.74,4608.72,4369.23
0.0,4305.13,4046.67,4261.54,4116.92,4342.05,4624.62,4080.0,4622.05,4217.44,4228.21,4200.51,4275.9,4606.15,4355.9
1.0,4288.21,4003.59,4245.64,4092.82,4335.9,4615.38,4055.9,4608.72,4189.23,4228.21,4194.87,4262.05,4578.97,4353.33
1.0,4331.28,4051.79,4267.69,4115.38,4344.1,4633.33,4117.95,4630.77,4225.64,4250.26,4233.33,4300.0,4638.46,4386.67
0.0,4268.72,3971.79,4266.67,4130.26,4342.05,4629.74,4058.97,4614.87,4214.36,4229.23,4196.92,4282.56,4596.41,4340.51
1.0,4324.1,3979.49,4257.44,4096.92,4329.74,4615.38,4097.44,4631.79,4218.97,4225.64,4173.85,4291.79,4616.41,4377.44
1.0,4311.79,3975.38,4278.46,4102.56,4323.08,4615.38,4082.56,4638.97,4216.92,4246.15,4210.77,4292.31,4598.46,4382.56
1.0,4280.51,3980.0,4251.79,4108.72,4329.74,4596.41,4035.9,4614.87,4199.49,4218.97,4210.26,4271.28,4592.31,4348.21
0.0,4277.95,3971.28,4262.56,4104.1,4331.79,4623.08,4077.44,4623.59,4201.54,4232.31,4212.31,4287.18,4616.41,4350.77
0.0,4308.21,4010.77,4243.59,4120.51,4342.05,4631.28,4089.74,4607.69,4201.03,4248.21,4200.51,4283.08,4603.59,4378.97
0.0,4402.56,4005.13,4287.18,4120.0,4320.51,4598.97,4082.05,4625.13,4226.15,4257.44,4278.46,4323.08,4736.92,4496.92
